grp1,grp1_size,grp2,grp2_size,grp3,grp3_size,p-value
35-44_academic-educator,27,M_Long_Adventure,29,F_Comedy,28,0.01861057009541797
Long_War,25,F_Long,27,lawyer_Drama,29,6.198075839832485e-05
M_Comedy,29,35-44_Long_Drama,22,35-44_Comedy,26,0.037852038255615304
M_35-44_Long,24,25-34_Long_Comedy,26,F_Long_Comedy,27,0.0009860727613591035
<18_K-12 student,25,M_18-24_college-grad student,29,35-44_lawyer_Long_Comedy,25,0.02769955092811976
other_Horror,25,Sci-Fi,23,lawyer_Comedy,25,0.031088527980252266
M_35-44,24,35-44_programmer,31,F_lawyer_Long_Drama,29,0.00030981949563722
M_Action,55,other_Long,52,Drama,41,0.0008315625533686725
M_academic-educator,31,18-24_other_Long,31,F_35-44_lawyer_Long_Comedy,25,5.816492049138695e-05
M_25-34_scientist,30,M_35-44_programmer,31,35-44_lawyer_Comedy,25,0.04322090991507979
M_Long_War,21,M_18-24_college-grad student_Long,29,35-44_lawyer_Long_Comedy,25,0.006374565128120835
25-34_scientist_Long,30,M_18-24_college-grad student_Long,29,F_lawyer_Long_Comedy,25,0.030849807255216098
M_35-44_Long,24,college-grad student_Long_Action,22,F_lawyer_Comedy,25,0.0015479867675372804
25-34_scientist,30,M_35-44_Long_Drama,22,35-44_lawyer_Long_Comedy,25,0.027669751525943982
M_18-24,23,M_35-44_Long_Drama,22,35-44_Comedy,26,0.0018525008714082476
Sci-Fi,33,Long_Adventure,32,F_35-44_Drama,29,0.030472446550101555
35-44_academic-educator_Long,27,18-24_other_Long,31,F_35-44_lawyer_Long_Drama,29,0.00024758824277905936
M_academic-educator_Long,31,35-44_programmer,31,M_Long,37,0.013773775598768587
25-34_scientist_Long,30,M_35-44_programmer,31,lawyer_Long_Comedy,25,0.04322090991507979
scientist,30,F_Long,27,35-44_lawyer_Long_Comedy,25,0.027675855968377176
other_Horror,25,25-34_Long_Action,24,F_lawyer_Comedy,25,0.032715191169008576
F_<18,25,M_18-24_college-grad student,29,F_lawyer_Long_Comedy,25,0.02769955092811976
M_War,21,25-34_Action,24,35-44_lawyer_Long_Comedy,25,0.016516269879982337
25-34_Sci-Fi,22,18-24_college-grad student,29,F_35-44_Long_Comedy,26,0.022440002960029317
M_Comedy,29,F_Long,27,F_35-44_lawyer_Long_Comedy,25,0.030575339060287494
M_Comedy,29,25-34_Action,24,F_Long_Comedy,27,0.02894977891343305
M_War,21,35-44_Drama,22,F_Long_Comedy,27,0.03156468653283826
Long_Thriller,26,M_18-24_other_Long,31,F_35-44_Long_Comedy,26,0.0044051097241095865
M_Adventure,26,M_Long_Adventure,29,F_35-44_lawyer_Drama,29,0.035531839407322664
F_sales-marketing_Long,79,M_scientist_Long,89,35-44_lawyer,86,1.558612224809503e-12
M_Long_Sci-Fi,24,18-24_college-grad student_Long,29,F_35-44_Long_Comedy,26,0.02813605191210602
academic-educator_Long,38,programmer,36,35-44_Long_Drama,30,0.013056706791016906
M_academic-educator,31,18-24_other_Long,31,F_Drama,32,2.2744208507705652e-07
25-34_other_Long_Horror,24,Long_Sci-Fi,23,F_lawyer_Comedy,25,0.031956829892258606
25-34_Horror,30,F_Long,27,F_35-44_Drama,29,0.0036873381391242356
M_25-34_Long_Drama,35,M_18-24_other_Long,31,35-44_lawyer_Comedy,25,0.02120677648329191
M_35-44,24,35-44_Drama,22,F_lawyer_Long_Comedy,25,0.00033629925104848194
M_25-34_Horror,30,M_Long_Action,42,F_35-44_lawyer_Drama,29,0.029554688551098444
M_academic-educator_Long,31,F_Long,27,35-44_lawyer_Comedy,25,0.0002083159536797103
Long_Thriller,26,Adventure,32,F_35-44_lawyer_Drama,29,0.04670119371339582
M_Horror,31,M_Long_Action,42,lawyer_Long_Drama,29,0.038410639695274466
F_<18_K-12 student_Long,25,M_18-24_other_Long,31,F_35-44_lawyer_Long_Comedy,25,0.017813470054839846
War,25,F_25-34_Long,22,F_lawyer_Long_Comedy,25,0.000755408385884428
K-12 student_Long,25,F,27,F_35-44_Long_Drama,29,0.02058085438537604
<18_K-12 student,25,18-24_other_Long,31,F_Comedy,28,0.019878455792448145
Long_War,25,M_35-44_Long_Drama,22,F_Comedy,28,0.00024549422034412025
scientist_Long,30,M_18-24_college-grad student,29,35-44_lawyer_Comedy,25,0.030849807255216098
other_Horror,25,M_18-24_other_Long,31,F_lawyer_Long_Drama,29,0.00042366758893734493
M_other_Long_Horror,25,18-24_other_Long,31,F_35-44_Long_Comedy,26,0.005539523450551488
35-44_academic-educator_Long,27,programmer_Long,36,35-44_Drama,30,0.003933620437946574
M_25-34_scientist_Long,30,M_25-34_Comedy,23,lawyer_Comedy,25,0.04549048847226462
M_Long_Sci-Fi,24,M_18-24_college-grad student,29,F_35-44_Comedy,26,0.02813605191210602
M_25-34_Long_Comedy,21,18-24_college-grad student_Long,29,F_lawyer_Long_Comedy,25,0.019923487150949645
M_25-34_Long_Horror,30,Adventure,32,35-44_lawyer_Long_Drama,29,0.02024276604929144
M_35-44_Long,24,35-44_Drama,22,35-44_Comedy,26,0.0003913402051021209
M_Sci-Fi,24,M_18-24_college-grad student_Long,29,F_lawyer_Long_Comedy,25,0.025475413582290274
War,25,18-24_college-grad student_Long,29,35-44_lawyer_Comedy,25,0.00012411778732335997
M_25-34_other_Horror,24,Adventure,32,F_lawyer_Long_Drama,29,0.03802656920807688
other_Long_Action,21,M_18-24_college-grad student,29,F_35-44_lawyer_Comedy,25,0.03100554171296482
M_academic-educator_Long,31,35-44_programmer_Long,31,F_35-44_lawyer_Long_Drama,29,7.272360014915318e-05
25-34_Horror,30,F,27,F_Long_Comedy,27,0.03380938651486907
25-34_Horror,30,35-44_programmer_Long,31,F_Long_Drama,32,0.044777756642897654
F_<18_Long,25,M_18-24_other_Long,31,F_35-44_Long_Drama,29,0.0028350357053935084
<18,25,18-24_college-grad student_Long,29,F_lawyer_Comedy,25,0.02769955092811976
M_Long_Drama,50,35-44_scientist_Comedy,43,Long_Drama,41,0.013789726273227004
F_sales-marketing_Long,79,M_college-grad student_Long,112,lawyer,86,9.179361039532123e-06
Long_Thriller,26,18-24_other_Long,31,35-44_Long_Drama,30,0.00036078490391887525
M_Long_War,21,25-34_Long_Action,24,F_Long_Comedy,27,0.015806529543043797
Drama,80,scientist_Long,89,F_35-44_lawyer_Long,86,3.7645459316365216e-12
25-34_Long_Horror,30,M_Long_Adventure,29,lawyer_Drama,29,0.026479753186038325
M_35-44,24,M_programmer_Long,36,F_lawyer_Comedy,25,0.0011553798879467383
M_18-24_Long,23,M_25-34_Comedy,23,F_lawyer_Comedy,25,0.04571452440475086
F_Long_Drama,30,Adventure,32,35-44_lawyer_Long_Drama,29,0.043375027109873364
Thriller,26,M_18-24_other_Long,31,35-44_lawyer_Drama,29,0.00045335147826501305
M_academic-educator_Long,31,35-44_programmer_Long,31,35-44_Long_Comedy,26,0.0006835809081240136
Long_Drama,80,M_scientist_Long,89,F_lawyer_Long,86,3.7645459316365216e-12
M_Long_War,21,18-24_college-grad student_Long,29,F_35-44_Comedy,26,0.006755523616167691
Thriller,26,M_18-24_other_Long,31,F_Comedy,28,0.004219690348946754
M_scientist_Long,30,25-34_Long_Action,24,lawyer_Comedy,25,0.031234586567617545
M_other_Long_Horror,25,25-34_Long_Action,24,35-44_lawyer_Comedy,25,0.032715191169008576
M_25-34_scientist,30,college-grad student_Long_Action,22,F_35-44_lawyer_Comedy,25,0.044809927717727405
35-44_academic-educator,27,F_Long,27,35-44_Comedy,26,0.012235414048037052
Thriller,26,18-24_college-grad student_Long,29,F_Long_Comedy,27,0.009940695515180101
M_35-44_Long,24,M_Long_Adventure,29,35-44_lawyer_Long_Comedy,25,0.0009529197463288262
M_35-44,24,F_25-34_Long,22,35-44_Long_Comedy,26,0.001077163938006303
35-44_academic-educator_Long,27,35-44_programmer_Long,31,F_Long_Drama,32,0.0028340169417819245
F_K-12 student,25,F,27,F_lawyer_Drama,29,0.02058085438537604
M_25-34_scientist_Long,30,M_35-44_programmer,31,35-44_lawyer_Comedy,25,0.04322090991507979
M_Long_Horror,31,M_Action,42,F_35-44_Drama,29,0.038410639695274466
35-44_academic-educator,27,35-44_Drama,22,35-44_Long_Comedy,26,0.010818876024155663
M_academic-educator_Long,31,M_Long_Adventure,29,F_Drama,32,5.605897809641999e-06
Horror,44,scientist_Comedy,44,Long_Drama,41,3.679116327762448e-05
M_academic-educator,31,M_Long_Adventure,29,35-44_lawyer_Comedy,25,0.00030294955987311895
M_25-34_Sci-Fi,22,25-34_Action,24,lawyer_Long_Comedy,25,0.046669000092497984
sales-marketing_Long,96,M_college-grad student_Long,112,F_Long,101,3.905248074736848e-06
F_<18,25,18-24_other_Long,31,F_lawyer_Comedy,25,0.017813470054839846
M_academic-educator_Long,31,programmer_Long,36,F_35-44_lawyer_Drama,29,3.896217098865596e-05
M_25-34_Comedy,21,Sci-Fi,23,lawyer_Long_Comedy,25,0.038139948780207676
M_other_Horror,25,M_18-24_college-grad student,29,35-44_Long_Comedy,26,0.014975828803500556
academic-educator_Long,38,Action,46,Comedy,33,0.02927012564668303
25-34_Comedy,22,25-34_Action,24,lawyer_Comedy,25,0.04046876259568219
M_18-24_Long,23,35-44_programmer_Long,31,F_lawyer_Comedy,25,0.03864873425651719
25-34_Sci-Fi,22,18-24_college-grad student_Long,29,lawyer_Long_Comedy,25,0.020291500996315128
35-44_academic-educator,27,35-44_programmer,31,35-44_lawyer_Comedy,25,0.026898211912384513
25-34_Long_Drama,35,F_Long,27,F_lawyer_Long_Drama,29,0.016015064311035568
War,25,M_35-44_Long_Drama,22,lawyer_Long_Comedy,25,0.00029470283587123116
scientist,30,35-44_programmer,31,35-44_lawyer_Comedy,25,0.04322090991507979
F_<18_Long,25,M_18-24_college-grad student,29,F_35-44_Long_Comedy,26,0.03025321784384257
M_scientist_Long,30,M_18-24_college-grad student_Long,29,lawyer_Comedy,25,0.030849807255216098
M_Long_Adventure,26,18-24_college-grad student_Long,29,35-44_Long_Comedy,26,0.03418864201748818
M_executive-managerial_Long,54,Long_Action,46,Long_Comedy,32,0.005997002941393508
Thriller,26,F,27,F_35-44_Comedy,26,0.038391288876679586
18-24_Drama,25,25-34_Long_Action,24,F_lawyer_Long_Comedy,25,0.03445666188137408
25-34_Long_Drama,35,M_18-24_other,34,F_35-44_lawyer_Long_Drama,29,0.0009238282500266229
M_25-34_Drama,35,18-24_other_Long,31,F_Long_Comedy,27,0.020603387408802954
M_Long_Comedy,29,F,27,F_35-44_lawyer_Long_Comedy,25,0.030575339060287494
M_18-24,23,M_35-44_Long_Drama,22,F_35-44_Long_Comedy,26,0.0018525008714082476
Long_Sci-Fi,33,M_Action,42,F_lawyer_Long_Drama,29,0.038950372581253154
<18_K-12 student_Long,25,18-24_college-grad student_Long,29,F_lawyer_Comedy,25,0.02769955092811976
M_35-44_Long,24,35-44_programmer,31,F_lawyer_Long_Drama,29,0.00030981949563722
M_18-24_Long,23,M_25-34_Comedy,23,lawyer_Long_Comedy,25,0.04571452440475086
M_25-34_Long_Comedy,21,25-34_Long_Action,24,F_35-44_Comedy,26,0.0471924245404965
25-34_Drama,35,M_18-24_other_Long,31,35-44_lawyer_Long_Drama,29,0.002721651888782655
35-44_academic-educator_Long,27,programmer,36,35-44_lawyer_Long_Comedy,25,0.019408091214114884
25-34_other_Horror,24,F,27,F_35-44_lawyer_Drama,29,0.005888710220976653
academic-educator,38,M_18-24_other_Long,31,35-44_Drama,30,0.001076571413848922
Long_Sci-Fi,33,M_Adventure,29,F_Drama,32,0.01785972637923669
M_18-24,23,M_Long_Adventure,29,35-44_Comedy,26,0.008136748438432624
25-34_Drama,35,18-24_other,34,F_35-44_lawyer_Drama,29,0.0009238282500266229
M_executive-managerial_Long,54,M_35-44_scientist_Long_Comedy,41,Comedy,33,4.357408468809716e-05
M_35-44_Long,24,Long_Adventure,32,F_35-44_Long_Comedy,26,0.0009937308614245246
M_scientist,30,25-34_Action,24,F_lawyer_Long_Comedy,25,0.031234586567617545
M_35-44,24,F_25-34_Long,22,35-44_lawyer_Long_Comedy,25,0.000947309994209322
War,25,M_college-grad student_Action,22,35-44_lawyer_Long_Comedy,25,0.02068967783054221
F_Action,21,Sci-Fi,23,35-44_Long_Comedy,26,0.04267128126669587
Long_Sci-Fi,33,18-24_other,34,lawyer_Drama,29,0.0004778676484942386
F_Action,21,M_18-24_college-grad student,29,35-44_lawyer_Long_Comedy,25,0.018877718019981372
Sci-Fi,33,18-24_other_Long,31,35-44_Drama,30,0.0010650920470837157
M_scientist_Long,30,M_25-34_Long_Comedy,23,lawyer_Comedy,25,0.04549048847226462
M_35-44,24,M_programmer_Long,36,F_35-44_Long_Comedy,26,0.001268699337017905
Sci-Fi,33,M_Action,42,F_lawyer_Long_Drama,29,0.038950372581253154
M_25-34_Drama,35,M_18-24_other_Long,31,F_35-44_Long_Drama,29,0.002721651888782655
M_other_Horror,25,M_18-24_college-grad student_Long,29,35-44_lawyer_Comedy,25,0.013473646508122784
M_other_Horror,25,Adventure,32,F_35-44_lawyer_Long_Drama,29,0.04280529846394444
35-44_academic-educator_Long,27,M_programmer,36,F_35-44_lawyer_Comedy,25,0.019408091214114884
25-34_Long_Horror,30,M_18-24_other_Long,31,F_lawyer_Long_Drama,29,0.0003128535306060845
Long_War,25,35-44_Drama,22,F_35-44_lawyer_Long_Comedy,25,0.00029470283587123116
Long_Thriller,26,M_18-24_other_Long,31,F_Drama,32,0.00016736554890996863
25-34_Adventure,24,18-24_college-grad student_Long,29,F_35-44_lawyer_Comedy,25,0.02937970455719169
M_academic-educator_Long,31,Long_Adventure,32,35-44_lawyer_Long_Comedy,25,0.00028098978030386616
Drama,80,M_Comedy,84,F_lawyer_Long,86,0.02169850895166578
F_<18,25,18-24_college-grad student,29,lawyer_Long_Comedy,25,0.02769955092811976
M_Long_Horror,31,M_18-24_other_Long,31,F_35-44_Long_Drama,29,0.0004385314924810102
M_25-34_executive-managerial_Long,54,M_35-44_scientist_Long_Comedy,41,Comedy,33,4.357408468809716e-05
35-44_academic-educator,27,25-34_Long_Comedy,26,35-44_Comedy,26,0.022031708730714493
M_18-24,23,M_18-24_college-grad student,29,35-44_lawyer_Long_Comedy,25,0.0004602213398005081
F_Drama,30,M_Long_Adventure,29,F_Drama,32,0.035145051767480735
M_35-44,24,M_35-44_programmer_Long,31,F_35-44_lawyer_Long_Drama,29,0.00030981949563722
M_25-34_Drama,35,M_18-24_other_Long,31,F_35-44_Drama,29,0.002721651888782655
35-44_academic-educator_Long,27,M_18-24_other_Long,31,F_35-44_lawyer_Comedy,25,0.003914407202490477
M_25-34_Sci-Fi,22,Long_Sci-Fi,23,35-44_lawyer_Long_Comedy,25,0.04486760163828716
Sci-Fi,33,M_Adventure,29,F_35-44_Drama,29,0.03791225444036449
M_Adventure,26,M_18-24_college-grad student,29,F_35-44_Comedy,26,0.03418864201748818
War,25,M_18-24_college-grad student_Long,29,F_35-44_lawyer_Comedy,25,0.00012411778732335997
M_Comedy,29,M_18-24_college-grad student_Long,29,F_35-44_Comedy,26,0.02667184644229105
M_25-34_Long_Sci-Fi,22,Sci-Fi,23,lawyer_Long_Comedy,25,0.04486760163828716
F_K-12 student_Long,25,18-24_other_Long,31,F_35-44_Drama,29,0.0028350357053935084
<18_Long,25,F,27,F_lawyer_Long_Drama,29,0.02058085438537604
M_25-34_Long_Comedy,21,M_18-24_college-grad student,29,F_35-44_Long_Comedy,26,0.02225305392760264
25-34_Horror,30,M_Long_Action,42,lawyer_Long_Drama,29,0.029554688551098444
M_35-44,24,35-44_programmer,31,F_35-44_Long_Drama,29,0.00030981949563722
18-24_Long_Drama,25,M_18-24_other_Long,31,35-44_lawyer_Long_Drama,29,0.0006400666809756342
M_25-34_Horror,30,35-44_programmer_Long,31,F_Long_Drama,32,0.044777756642897654
M_Adventure,26,F,27,35-44_lawyer_Long_Drama,29,0.0083600459784843
M_25-34_executive-managerial_Long,54,Action,46,Drama,41,2.0997343287895773e-05
M_25-34_Horror,30,Adventure,32,35-44_Drama,30,0.017016453246862996
25-34_executive-managerial,54,M_programmer_Long,36,Comedy,33,0.005196002912890429
K-12 student_Long,25,M_18-24_other_Long,31,F_35-44_lawyer_Drama,29,0.0028350357053935084
M_35-44,24,M_programmer,36,F_35-44_Long_Drama,29,0.0001904995505482992
25-34_Drama,35,F_Long,27,F_35-44_lawyer_Drama,29,0.016015064311035568
25-34_executive-managerial,54,M_programmer,36,F_Drama,32,0.0007440782908123679
35-44_academic-educator_Long,27,M_18-24_college-grad student,29,35-44_lawyer_Long_Comedy,25,0.015375484056048279
Long_War,25,25-34_Action,24,35-44_lawyer_Long_Comedy,25,0.00021532946375210803
M_25-34_executive-managerial_Long,54,Long_Action,46,Comedy,33,0.006929159501225266
M_25-34_Action,46,M_Action,42,Drama,41,0.0019805251916905466
M_academic-educator_Long,31,M_18-24_other_Long,31,35-44_Drama,30,8.857885104489377e-07
Long_War,25,M_programmer,36,35-44_Long_Drama,30,0.025063520691730377
Long_War,25,M_programmer_Long,36,F_35-44_Comedy,26,0.03201514129548128
25-34_Drama,35,18-24_other,34,Long_Comedy,32,0.004087953565044356
F_sales-marketing,79,scientist,93,F_lawyer,86,4.215776980176537e-12
18-24_Long_Drama,25,Long_Sci-Fi,23,lawyer_Long_Comedy,25,0.03340261220213412
M_35-44_Long,24,M_programmer,36,F_lawyer_Comedy,25,0.0011553798879467383
Long_War,25,M_programmer,36,35-44_Comedy,26,0.03201514129548128
M_25-34_Long_Horror,30,M_Long_Adventure,29,F_lawyer_Drama,29,0.026479753186038325
F_<18_K-12 student,25,F,27,lawyer_Long_Drama,29,0.02058085438537604
M_25-34_Drama,35,M_18-24_other_Long,31,F_Comedy,28,0.02422411169831095
35-44_academic-educator_Long,27,M_Adventure,29,F_35-44_lawyer_Comedy,25,0.01770545861960956
other_Long_Horror,25,Long_Adventure,32,lawyer_Long_Drama,29,0.04280529846394444
Thriller,26,F_Long,27,lawyer_Drama,29,0.007119001127308916
Long_Drama,80,M_Long_Comedy,82,35-44_lawyer,86,0.017623181641730754
Long_War,25,college-grad student_Long_Action,22,F_35-44_lawyer_Long_Comedy,25,0.02068967783054221
Adventure,45,M_scientist_Long_Comedy,42,Long_Drama,41,0.000462523434698185
M_scientist,30,35-44_Long_Drama,22,lawyer_Long_Comedy,25,0.027669751525943982
M_25-34_scientist_Long,30,M_35-44_Drama,22,F_35-44_lawyer_Comedy,25,0.027669751525943982
F_Long_Action,21,25-34_Action,24,35-44_Long_Comedy,26,0.045198892974979074
25-34_Long_Sci-Fi,22,25-34_Long_Action,24,lawyer_Comedy,25,0.046669000092497984
other_Action,21,Sci-Fi,23,35-44_lawyer_Comedy,25,0.04732148515486047
M_18-24,23,Sci-Fi,23,F_35-44_Long_Comedy,26,0.0010426481144647397
M_academic-educator_Long,31,F,27,35-44_Long_Comedy,26,0.00024246622607591677
M_18-24,23,M_25-34_Long_Comedy,23,lawyer_Comedy,25,0.04571452440475086
other_Long_Horror,25,Adventure,32,F_35-44_lawyer_Drama,29,0.04280529846394444
M_25-34_other_Horror,24,F,27,F_35-44_Long_Comedy,26,0.046756997332416866
M_other_Long_Horror,25,25-34_Long_Action,24,F_lawyer_Long_Comedy,25,0.032715191169008576
35-44_academic-educator,27,Long_Sci-Fi,23,F_35-44_Comedy,26,0.013210432411739088
Long_War,25,M_35-44_programmer,31,F_lawyer_Long_Drama,29,0.01927088721857
M_other_Long_Horror,25,F_Long,27,F_35-44_Comedy,26,0.04486994909243938
M_executive-managerial,54,M_Action,42,Long_Comedy,32,0.005455588684896682
25-34_scientist_Long,30,35-44_programmer_Long,31,F_35-44_lawyer_Long_Comedy,25,0.04322090991507979
25-34_scientist,30,Long_Sci-Fi,23,F_lawyer_Comedy,25,0.029930277946777925
M_other_Horror,25,25-34_Long_Action,24,F_35-44_lawyer_Long_Comedy,25,0.032715191169008576
35-44_academic-educator_Long,27,M_35-44_Drama,22,F_35-44_Comedy,26,0.010818876024155663
25-34_scientist,30,25-34_Comedy,26,lawyer_Long_Comedy,25,0.03639195807002794
scientist_Long,30,M_18-24_college-grad student,29,35-44_lawyer_Long_Comedy,25,0.030849807255216098
M_25-34_Horror,30,M_Adventure,29,35-44_lawyer_Long_Drama,29,0.026479753186038325
M_Drama,50,M_Long_Action,42,Drama,41,0.0073155004846244855
M_Action,55,M_other,55,Drama,41,0.0005318361447181175
academic-educator_Long,38,programmer_Long,36,35-44_Drama,30,0.013056706791016906
sales-marketing_Long,96,college-grad student_Long,112,F_Long,101,3.905248074736848e-06
Long_War,25,35-44_Long_Drama,22,lawyer_Comedy,25,0.00029470283587123116
25-34_other_Horror,24,Adventure,32,F_lawyer_Long_Drama,29,0.03802656920807688
M_Long_Adventure,26,F,27,35-44_lawyer_Long_Drama,29,0.0083600459784843
M_Horror,31,M_18-24_other,34,F_35-44_lawyer_Long_Drama,29,0.00011353837796250718
M_other_Long_Horror,25,Long_Sci-Fi,23,35-44_lawyer_Long_Comedy,25,0.031088527980252266
35-44_academic-educator,27,35-44_Long_Drama,22,F_35-44_Long_Comedy,26,0.010818876024155663
35-44_academic-educator_Long,27,18-24_other_Long,31,F_Comedy,28,0.0040021880498999915
M_18-24,23,Long_Sci-Fi,23,lawyer_Comedy,25,0.0010790038286002685
35-44_academic-educator_Long,27,35-44_programmer,31,lawyer_Long_Drama,29,0.0060506938759984676
M_18-24_Long,23,25-34_Long_Action,24,F_35-44_lawyer_Long_Comedy,25,0.0011093002580722215
25-34_other_Long_Horror,24,F,27,F_35-44_Drama,29,0.005888710220976653
25-34_Comedy,22,Sci-Fi,23,F_lawyer_Comedy,25,0.038519920280546766
Adventure,45,35-44_scientist_Comedy,43,Long_Drama,41,0.00036377746227926535
F_K-12 student,25,M_18-24_other_Long,31,35-44_lawyer_Comedy,25,0.017813470054839846
Long_Thriller,26,F,27,lawyer_Drama,29,0.007119001127308916
War,25,M_35-44_programmer,31,M,37,0.038017330833385495
M_35-44,24,Adventure,32,F_35-44_Drama,29,7.563218246446324e-05
scientist_Long,30,M_25-34_Comedy,23,F_35-44_lawyer_Comedy,25,0.04549048847226462
M_25-34_Comedy,21,M_18-24_college-grad student,29,F_35-44_lawyer_Long_Comedy,25,0.019923487150949645
M_academic-educator,31,F_Long,27,F_35-44_lawyer_Long_Drama,29,8.826965256257903e-06
18-24_Drama,25,M_18-24_other_Long,31,F_Comedy,28,0.00571908323712832
M_Long_Drama,50,M_35-44_scientist_Long_Comedy,41,Long_Drama,41,0.019196245719627296
M_25-34_other_Long_Horror,24,25-34_Action,24,35-44_lawyer_Long_Comedy,25,0.033998865253830654
M_35-44_Long,24,M_35-44_programmer,31,F_Long_Comedy,27,0.0017816250166936085
M_other_Long_Action,21,18-24_college-grad student,29,lawyer_Long_Comedy,25,0.03100554171296482
M_Long_Horror,31,Adventure,32,lawyer_Long_Drama,29,0.027662729893376623
M_Long_War,21,18-24_college-grad student_Long,29,35-44_Long_Comedy,26,0.006755523616167691
M_18-24,23,M_35-44_Long_Drama,22,35-44_lawyer_Comedy,25,0.0019378757820921616
F_Long_Drama,30,18-24_other,34,35-44_lawyer_Drama,29,8.495320085755574e-05
M_academic-educator_Long,31,35-44_programmer,31,F_35-44_lawyer_Long_Drama,29,7.272360014915318e-05
M_25-34_Long_Horror,30,18-24_other_Long,31,F_35-44_Drama,29,0.0003128535306060845
M_18-24,23,M_35-44_programmer_Long,31,F_lawyer_Comedy,25,0.03864873425651719
M_25-34_Horror,30,18-24_other_Long,31,35-44_Long_Comedy,26,0.006978766368573173
M_25-34_scientist_Long,30,F_25-34,22,F_lawyer_Comedy,25,0.03596041300926176
F_<18_K-12 student,25,M_18-24_college-grad student,29,F_lawyer_Long_Comedy,25,0.02769955092811976
M_25-34_Drama,35,M_18-24_other,34,35-44_Drama,30,0.0007246929698904452
M_Comedy,29,F_25-34,22,lawyer_Comedy,25,0.04442448668317524
18-24_Drama,25,F_Long,27,35-44_Long_Comedy,26,0.045956239575609535
<18_Long,25,M_18-24_other_Long,31,F_35-44_Comedy,26,0.020701209501298567
M_35-44,24,Long_Sci-Fi,23,F_lawyer_Comedy,25,0.000771167818256641
25-34_Sci-Fi,22,25-34_Long_Action,24,F_35-44_lawyer_Comedy,25,0.046669000092497984
18-24_Long_Drama,25,F,27,F_35-44_Drama,29,0.00874624097053386
M_25-34_other_Long_Horror,24,18-24_college-grad student_Long,29,F_35-44_lawyer_Long_Comedy,25,0.015346556413003538
War,25,Adventure,32,35-44_Comedy,26,0.0016830593426835686
25-34_other,106,M_35-44,119,F_Long,101,1.294026720344885e-14
M_25-34_Long_Action,46,scientist_Long_Comedy,42,Drama,41,0.0022579073737790433
M_academic-educator_Long,31,M_35-44_programmer,31,lawyer_Long_Comedy,25,0.0006171653091394848
M_35-44_Long,24,Adventure,32,35-44_lawyer_Drama,29,7.563218246446324e-05
25-34_Sci-Fi,22,18-24_college-grad student_Long,29,F_lawyer_Comedy,25,0.020291500996315128
F_<18,25,M_18-24_college-grad student,29,F_35-44_lawyer_Long_Comedy,25,0.02769955092811976
M_War,21,18-24_college-grad student,29,F_Long_Comedy,27,0.0058762885325849435
25-34_scientist,30,M_college-grad student_Long_Action,22,F_35-44_lawyer_Comedy,25,0.044809927717727405
M_Long_Comedy,29,M_Long_Adventure,29,35-44_lawyer_Long_Drama,29,0.012418693352587745
25-34_Drama,35,18-24_other_Long,31,35-44_lawyer_Comedy,25,0.02120677648329191
F_Long_Action,21,M_18-24_college-grad student,29,F_35-44_lawyer_Comedy,25,0.018877718019981372
F_Long_Drama,30,M_18-24_other,34,F_35-44_lawyer_Drama,29,8.495320085755574e-05
Sci-Fi,33,M_Long_Action,42,35-44_Drama,30,0.03365926353445734
Long_War,25,35-44_Drama,22,F_lawyer_Comedy,25,0.00029470283587123116
M_25-34_Long_Horror,30,F_Long,27,lawyer_Long_Comedy,25,0.034129168770981204
Long_Comedy,47,M_35-44_scientist_Comedy,43,Long_Drama,41,0.031919102936779555
M_Horror,31,18-24_other_Long,31,35-44_Long_Comedy,26,0.007970347518523253
War,25,M_35-44_programmer,31,35-44_Drama,30,0.018217471105446616
M_academic-educator,31,M_35-44_programmer_Long,31,F_lawyer_Drama,29,7.272360014915318e-05
25-34_executive-managerial_Long,54,M_Action,42,F_Drama,32,0.0006610589918975623
M_Long_Comedy,29,M_18-24_college-grad student_Long,29,35-44_Comedy,26,0.02667184644229105
War,25,programmer,36,F_35-44_lawyer_Comedy,25,0.033394371857175545
War,25,M_Long_Adventure,29,35-44_lawyer_Long_Comedy,25,0.003265246533200614
M_18-24_Long,23,F_25-34,22,35-44_lawyer_Comedy,25,0.0031745960249057823
Long_Sci-Fi,33,18-24_other,34,F_35-44_Drama,29,0.0004778676484942386
War,25,F_25-34_Long,22,F_lawyer_Comedy,25,0.000755408385884428
M_25-34_other_Long_Horror,24,F_Long,27,F_Long_Comedy,27,0.0392187804957028
M_25-34_Long_Adventure,23,Long_Sci-Fi,23,F_lawyer_Long_Comedy,25,0.042734214218712374
M_Long_War,21,M_35-44_Long_Drama,22,35-44_lawyer_Comedy,25,0.03220275660234173
25-34_other_Long_Horror,24,Adventure,32,F_lawyer_Long_Drama,29,0.03802656920807688
F_<18_Long,25,M_18-24_college-grad student_Long,29,lawyer_Long_Comedy,25,0.02769955092811976
other_Horror,25,18-24_college-grad student_Long,29,35-44_Comedy,26,0.014975828803500556
M_35-44_Long,24,M_programmer,36,F_Comedy,28,0.0011225256349496836
M_other_Long_Horror,25,M_18-24_other_Long,31,35-44_Comedy,26,0.005539523450551488
18-24_Long,98,M_25-34,120,F_Long,101,0.00012859037898332577
M_35-44_Long,24,25-34_Comedy,26,35-44_Long_Comedy,26,0.0012497366412385013
